"","member","word","freq"
"72","Ahmed-Sheikh, Tasmina","compensation",1.35020147566402
"73","Ainsworth, Bob","coventry",0.521453776578502
"74","Ainsworth, Bob","midlands",0.385215253914229
"75","Ainsworth, Bob","error",0.328961601771718
"76","Ainsworth, Bob","claimants",0.305829458147988
"77","Ainsworth, Bob","west",0.3001140959382
"78","Ainsworth, Bob","england",0.240692866382615
"79","Ainsworth, Bob","child",0.228392951675357
"80","Ainsworth, Bob","paid",0.220999118207871
"81","Ainsworth, Bob","working",0.2027138340763
"82","Ainsworth, Bob","five",0.199208121090421
"83","Ainsworth, Bob","credits",0.159311292777174
"84","Ainsworth, Bob","years",0.120523705942999
"85","Aldous, Peter","coastal",1.24436822748654
"86","Aldous, Peter","accommodation",0.953700715572108
"87","Aldous, Peter","attractions",0.935352988439919
"88","Aldous, Peter","housing",0.792557331916957
"89","Aldous, Peter","potential",0.785021305192434
"90","Aldous, Peter","communities",0.755027175857601
"91","Aldous, Peter","support",0.685928471924821
"92","Aldous, Peter","reduced",0.658988049020373
"93","Aldous, Peter","visitor",0.653877575968876
"94","Aldous, Peter","economic",0.650036243100434
"95","Aldous, Peter","cent",0.595251568327205
"96","Aldous, Peter","estimate",0.576768526866709
"97","Alexander, Douglas","ukraine",1.32286901364866
"98","Alexander, Douglas","imf",0.811008008453171
"99","Alexander, Douglas","billion",0.592525970129347
"100","Alexander, Douglas","released",0.58649906931025
"101","Alexander, Douglas","timeframe",0.504829008656624
"102","Alexander, Douglas","package",0.407831378220576
"103","Alexander, Douglas","towards",0.383461747539982
"104","Alexander, Douglas","russian",0.380971431418841
"105","Alexander, Douglas","interim",0.363966469108368
"106","Alexander, Douglas","monetary",0.348473411668428
"107","Alexander, Douglas","likely",0.311797344080474
"108","Alexander, Douglas","international",0.27609328093834
"109","Alexander, Heidi","housing",0.599345133354843
"110","Alexander, Heidi","economy",0.558695642682072
"111","Alexander, Heidi","market",0.536682350527054
"112","Alexander, Heidi","released",0.415077265955058
"113","Alexander, Heidi","land",0.39142139609815
"114","Alexander, Heidi","building",0.38227133652243
"115","Alexander, Heidi","homes",0.371506060966249
"116","Alexander, Heidi","purpose",0.357673534701835
"117","Alexander, Heidi","may",0.332994610599686
"118","Alexander, Heidi","new",0.287061118546456
"119","Alexander, Heidi","2010",0.262044723114804
"120","Alexander, Heidi","made",0.197836734262974
"121","Ali, Rushanara","remittances",1.70121520657073
"122","Ali, Rushanara","somalia",0.938939425533105
"123","Ali, Rushanara","corridor",0.840907406143682
"124","Ali, Rushanara","safe",0.840907406143682
"125","Ali, Rushanara","cross",0.801892942457777
"126","Ali, Rushanara","suspected",0.784376147334199
"127","Ali, Rushanara","border",0.764465980498701
"128","Ali, Rushanara","terrorism",0.762394709185577
"129","Ali, Rushanara","pilot",0.680513709850565
"130","Ali, Rushanara","reduction",0.663346938964787
"131","Ali, Rushanara","made",0.658448759255268
"132","Ali, Rushanara","freezing",0.654632343048493
"133","Allan, Lucy","abbey",0.858777615010132
"134","Allan, Lucy","parkside",0.858777615010132
"135","Allan, Lucy","leases",0.695765009908792
"136","Allan, Lucy","court",0.526974099251773
"137","Allan, Lucy","house",0.446220903848407
"138","Allan, Lucy","30728",0.411014548336932
"139","Allan, Lucy","expiration",0.349174822068137
"140","Allan, Lucy","end",0.298919392708063
"141","Allan, Lucy","hm",0.216036109977865
"142","Allan, Lucy","buildings",0.213899201643296
"143","Allan, Lucy","customs",0.209807184345431
"144","Allan, Lucy","offices",0.207388392126489
"145","Allen, Graham","reconsideration",1.92715364952324
"146","Allen, Graham","mandatory",1.80323049300857
"147","Allen, Graham","concentrix",1.75886055308991
"148","Allen, Graham","credit",1.10332156911709
"149","Allen, Graham","contract",0.714012526445314
"150","Allen, Graham","claim",0.668482670300093
"151","Allen, Graham","applications",0.63496361783109
"152","Allen, Graham","tax",0.617796672798743
"153","Allen, Graham","decision",0.568006455942167
"154","Allen, Graham","january",0.556207108905057
"155","Allen, Graham","44728",0.545513238060635
"156","Allen, Graham","month",0.517551454231583
"157","Allin-Khan, Dr Rosena","guidelines",0.853618426639156
"158","Allin-Khan, Dr Rosena","closed",0.69749585137642
"159","Allin-Khan, Dr Rosena","flat",0.676766215002632
"160","Allin-Khan, Dr Rosena","20",0.642783125414218
"161","Allin-Khan, Dr Rosena","considering",0.574886997139763
"162","Allin-Khan, Dr Rosena","account",0.508234976181055
"163","Allin-Khan, Dr Rosena","insurance",0.503333799794823
"164","Allin-Khan, Dr Rosena","vat",0.502549477692667
"165","Allin-Khan, Dr Rosena","fat",0.479959952364642
"166","Allin-Khan, Dr Rosena","nhs",0.461584300138227
"167","Allin-Khan, Dr Rosena","guidance",0.441052055986667
"168","Allin-Khan, Dr Rosena","found",0.412066216916697
"169","Amesbury, Mike","mersey",0.780808172003522
"170","Amesbury, Mike","gateway",0.714403097730912
"171","Amesbury, Mike","voluntary",0.569021280727194
"172","Amesbury, Mike","included",0.477920331275824
"173","Amesbury, Mike","encourage",0.448288020584997
"174","Amesbury, Mike","bridge",0.425557416423242
"175","Amesbury, Mike","power",0.424265777971535
"176","Amesbury, Mike","liverpool",0.417486035683712
"177","Amesbury, Mike","business",0.393071684970312
"178","Amesbury, Mike","chief",0.381630619320008
"179","Amesbury, Mike","wage",0.356282108680347
"180","Amesbury, Mike","mayor",0.340824682505397
"181","Amess, Sir David","barclays",5.30531526203797
"182","Amess, Sir David","renewal",2.89221229683126
"183","Amess, Sir David","will",2.52584916972698
"184","Amess, Sir David","bank",2.33995778702595
"185","Amess, Sir David","contractors",2.25225624189853
"186","Amess, Sir David","insurance",2.19095944152139
"187","Amess, Sir David","motor",2.05462129302048
"188","Amess, Sir David","auto",1.62187501432286
"189","Amess, Sir David","chief",1.50068251214723
"190","Amess, Sir David","competition",1.4691386564593
"191","Amess, Sir David","private",1.44149385339498
"192","Amess, Sir David","market",1.3618308774614
"193","Anderson, David","families",1.71462950198901
"194","Anderson, David","income",1.41868360411596
"195","Anderson, David","benefit",1.36355624953912
"196","Anderson, David","child",1.23623448203025
"197","Anderson, David","low",0.953348878758322
"198","Anderson, David","parent",0.940414241855556
"199","Anderson, David","effects",0.776329887463964
"200","Anderson, David","claim",0.764944873420802
"201","Anderson, David","single",0.696289627196911
"202","Anderson, David","fuel",0.690496303249468
"203","Anderson, David","blaydon",0.673839645017987
"204","Anderson, David","credit",0.657346983241611
"205","Andrew, Stuart","growth",0.730436799514857
"206","Andrew, Stuart","economy",0.642458900986337
"207","Andrew, Stuart","made",0.227497694915162
"208","Andrew, Stuart","mr",0.0262298934769244
"209","Andrew, Stuart","chancellor",0.0253336742970692
"210","Andrew, Stuart","exchequer",0.0249727631832476
"211","Andrew, Stuart","contract",0
"212","Andrew, Stuart","contractor",0
"213","Andrew, Stuart","corpor",0
"214","Andrew, Stuart","financ",0
"215","Andrew, Stuart","includ",0
"216","Andrew, Stuart","money",0
"217","Ansell, Caroline","test",0.713140811520508
"218","Ansell, Caroline","launched",0.490503734550143
"219","Ansell, Caroline","family",0.482829821321678
"220","Ansell, Caroline","implement",0.477691508503891
"221","Ansell, Caroline","soft",0.451804973699588
"222","Ansell, Caroline","drinks",0.436767274791085
"223","Ansell, Caroline","consult",0.366844075957979
"224","Ansell, Caroline","levy",0.332129713836002
"225","Ansell, Caroline","industry",0.31966992639748
"226","Ansell, Caroline","will",0.300599847854115
"227","Ansell, Caroline","mr",0.0326666846590275
"228","Ansell, Caroline","chancellor",0.0315505341356006
"229","Antoniazzi, Tonia","eus",0.547859700719044
"230","Antoniazzi, Tonia","compliance",0.451405428112545
"231","Antoniazzi, Tonia","protocol",0.448925900966167
"232","Antoniazzi, Tonia","2019",0.414950260779298
"233","Antoniazzi, Tonia","directive",0.400567091085114
"234","Antoniazzi, Tonia","compliance",0.367303268092841
"235","Antoniazzi, Tonia","implementation",0.344348121451851
"236","Antoniazzi, Tonia","avoidance",0.343832167893376
"237","Antoniazzi, Tonia","may",0.326216162729563
"238","Antoniazzi, Tonia","access",0.311892637877476
"239","Antoniazzi, Tonia","introduced",0.298716171186497
"240","Antoniazzi, Tonia","industry",0.283826051268967
"241","Argar, Edward","life",0.57996149091353
"242","Argar, Edward","save",0.557075738998526
"243","Argar, Edward","personal",0.542701780196994
"244","Argar, Edward","review",0.535592100944399
"245","Argar, Edward","support",0.508377260083806
"246","Argar, Edward","findings",0.482926175441878
"247","Argar, Edward","course",0.398275136176243
"248","Argar, Edward","later",0.392422155423482
"249","Argar, Edward","holders",0.392402323586151
"250","Argar, Edward","advice",0.388085092436859
"251","Argar, Edward","people",0.367797445390685
"252","Argar, Edward","consultation",0.362867167288523
"253","Arkless, Richard","tourism",0.786875248147819
"254","Arkless, Richard","1955",0.625169011255052
"255","Arkless, Richard","1997",0.609010699115577
"256","Arkless, Richard","malawi",0.455904405237057
"257","Arkless, Richard","commissioner",0.434016549783457
"258","Arkless, Richard","vat",0.433890011715901
"259","Arkless, Richard","established",0.429774905708097
"260","Arkless, Richard","unpaid",0.407172815189596
"261","Arkless, Richard","treaty",0.403947327623066
"262","Arkless, Richard","aid",0.39700247998563
"263","Arkless, Richard","rate",0.390794809738112
"264","Arkless, Richard","infrastructure",0.386849671959322
"265","Ashworth, Jonathan","dorneywood",3.0310308065866
"266","Ashworth, Jonathan","2015",2.94737126709009
"267","Ashworth, Jonathan","month",2.18315609270959
"268","Ashworth, Jonathan","spent",1.93135571759845
"269","Ashworth, Jonathan","nonconsolidated",1.76502245568425
"270","Ashworth, Jonathan","taskforce",1.69134719543289
"271","Ashworth, Jonathan","may",1.68366512467444
"272","Ashworth, Jonathan","barbecue",1.67778941453978
"273","Ashworth, Jonathan","panama",1.64394870697731
"274","Ashworth, Jonathan","12",1.47073920875191
"275","Ashworth, Jonathan","diesel",1.46947902151064
"276","Ashworth, Jonathan","station",1.46947902151064
"277","Attlee, Earl","ten",0.462923268983853
"278","Attlee, Earl","largest",0.455280888124604
"279","Attlee, Earl","heads",0.400303760780081
"280","Attlee, Earl","social",0.305877095435592
"281","Attlee, Earl","security",0.299692871283371
"282","Attlee, Earl","expenditure",0.291687393546316
"283","Attlee, Earl","17",0.256042082807861
"284","Attlee, Earl","total",0.232698776167916
"285","Attlee, Earl","2016",0.173245029609615
"286","Attlee, Earl","chancellor",0
"287","Attlee, Earl","contract",0
"288","Attlee, Earl","contractor",0
"289","Austin, Ian","roadchef",2.17953755953782
"290","Austin, Ian","employee",2.03809974614979
"291","Austin, Ian","nontransport",1.90653593075744
"292","Austin, Ian","landfill",1.7195399420998
"293","Austin, Ian","trust",1.58302298785646
"294","Austin, Ian","projects",1.57372221650125
"295","Austin, Ian","dudley",1.52244532224609
"296","Austin, Ian","communities",1.46148234564002
"297","Austin, Ian","combined",1.45352245792814
"298","Austin, Ian","midlands",1.45076343249411
"299","Austin, Ian","fund",1.44885805593292
"300","Austin, Ian","halves",1.344858161862
"301","Bailey, Rebecca Long","15",19.2099499473586
"302","Bailey, Rebecca Long","14",19.0287352994745
"303","Bailey, Rebecca Long","2013",17.4002961401037
"304","Bailey, Rebecca Long","2014",16.1826591194422
"305","Bailey, Rebecca Long","relief",13.9604464337395
"306","Bailey, Rebecca Long","received",13.2956327473462
"307","Bailey, Rebecca Long","people",12.681158989037
"308","Bailey, Rebecca Long","business",8.92581147059161
"309","Bailey, Rebecca Long","tax",8.35092228580741
"310","Bailey, Rebecca Long","income",7.39971988375512
"311","Bailey, Rebecca Long","exempt",4.38365760427101
"312","Bailey, Rebecca Long","wholesaler",4.15364205852287
"313","Bain, William","evasion",0.760308158672382
"314","Bain, William","financial",0.690793478605633
"315","Bain, William","universal",0.528020930869117
"316","Bain, William","tax",0.515172051160055
"317","Bain, William","year",0.496104097499336
"318","Bain, William","prosecuted",0.494351996780442
"319","Bain, William","assigned",0.477381087150746
"320","Bain, William","two",0.454382247613395
"321","Bain, William","individuals",0.447966076466417
"322","Bain, William","receipt",0.41098312744179
"323","Bain, William","jurisdictions",0.394569180145512
"324","Bain, William","subsidiaries",0.384519380889675
"325","Baker, Norman","bequests",0.75926705024316
"326","Baker, Norman","donations",0.694569555341667
"327","Baker, Norman","held",0.444926038913634
"328","Baker, Norman","debt",0.42755139483555
"329","Baker, Norman","nature",0.39907705461559
"330","Baker, Norman","intestate",0.390684564725883
"331","Baker, Norman","lancaster",0.390684564725883
"332","Baker, Norman","gift",0.375870115442692
"333","Baker, Norman","duke",0.37039984363426
"334","Baker, Norman","statements",0.353572200362119
"335","Baker, Norman","reception",0.34253534950257
"336","Baker, Norman","hrh",0.34253534950257
"337","Baker, Steve","transparency",0.632226868812839
"338","Baker, Steve","keep",0.585479954148581
"339","Baker, Steve","notifications",0.580028304297343
"340","Baker, Steve","mortgage",0.559740960018764
"341","Baker, Steve","sustained",0.516918256189636
"342","Baker, Steve","accelerate",0.502467310697642
"343","Baker, Steve","price",0.479744664309197
"344","Baker, Steve","help",0.469034020649572
"345","Baker, Steve","circumstances",0.463166950991488
"346","Baker, Steve","incentives",0.454352812946774
"347","Baker, Steve","earnings",0.432707605341607
"348","Baker, Steve","fiscal",0.426513206934377
"349","Barclay, Stephen","formation",1.66842283217789
"350","Barclay, Stephen","company",0.824915959038856
"351","Barclay, Stephen","agents",0.792687749206454
"352","Barclay, Stephen","staff",0.702673076945073
"353","Barclay, Stephen","involved",0.680062322466629
"354","Barclay, Stephen","hm",0.672410176234615
"355","Barclay, Stephen","kuwaiti",0.625537590524897
"356","Barclay, Stephen","shut",0.552573603798616
"357","Barclay, Stephen","transformation",0.552338442896376
"358","Barclay, Stephen","sanctions",0.551162678486838
"359","Barclay, Stephen","regulating",0.549425638430074
"360","Barclay, Stephen","agencies",0.533748433948109
"361","Bardell, Hannah","tobacco",2.47749986260581
"362","Bardell, Hannah","authenticate",2.43506788196594
"363","Bardell, Hannah","codentify",2.22148727346085
"364","Bardell, Hannah","product",2.08678638805381
"365","Bardell, Hannah","pilot",1.35273720727062
"366","Bardell, Hannah","revenue",1.25997107359246
"367","Bardell, Hannah","hm",1.19992252858024
"368","Bardell, Hannah","tool",1.17002419450443
"369","Bardell, Hannah","customs",1.16532540407187
"370","Bardell, Hannah","purdah",1.15724719707307
"371","Bardell, Hannah","waverley",1.15724719707307
"372","Bardell, Hannah","gate",1.11622365079475
"373","Baroness Altmann","worker",5.14464952957186
"374","Baroness Altmann","earn",5.11932046397317
"375","Baroness Altmann","000",4.7648277805043
"376","Baroness Altmann","pension",4.71875303048474
"377","Baroness Altmann","11",4.11192286391746
"378","Baroness Altmann","relief",3.72894422143033
"379","Baroness Altmann","net",3.68903699049668
"380","Baroness Altmann","scheme",3.3088040755389
"381","Baroness Altmann","less",2.76110077966093
"382","Baroness Altmann","contributes",2.64476383940389
"383","Baroness Altmann","pay",2.61907534940351
"384","Baroness Altmann","year",2.12264638401415
"385","Baroness Armstrong of Hill Top","philanthropic",0.488508407714657
"386","Baroness Armstrong of Hill Top","wealthier",0.488508407714657
"387","Baroness Armstrong of Hill Top","society",0.308182226311396
"388","Baroness Armstrong of Hill Top","give",0.291620607622518
"389","Baroness Armstrong of Hill Top","incentives",0.283263366804883
"390","Baroness Armstrong of Hill Top","encourage",0.248770228563861
"391","Baroness Armstrong of Hill Top","considered",0.240269111292623
"392","Baroness Armstrong of Hill Top","introduction",0.232518742557635
"393","Baroness Armstrong of Hill Top","fiscal",0.230033047942788
"394","Baroness Armstrong of Hill Top","members",0.189383292712617
"395","Baroness Armstrong of Hill Top","chancellor",0
"396","Baroness Armstrong of Hill Top","contract",0
"397","Baroness Bakewell of Hardington Mandeville","structural",0.926442000394979
"398","Baroness Bakewell of Hardington Mandeville","commit",0.63831252957751
"399","Baroness Bakewell of Hardington Mandeville","european",0.613355051781488
"400","Baroness Bakewell of Hardington Mandeville","investment",0.563173660252032
"401","Baroness Bakewell of Hardington Mandeville","honoured",0.485243414392816
"402","Baroness Bakewell of Hardington Mandeville","funding",0.477283799757644
"403","Baroness Bakewell of Hardington Mandeville","profile",0.433445449318986
"404","Baroness Bakewell of Hardington Mandeville","intention",0.416645185974038
"405","Baroness Bakewell of Hardington Mandeville","already",0.393134826900688
"406","Baroness Bakewell of Hardington Mandeville","entered",0.389009502224527
"407","Baroness Bakewell of Hardington Mandeville","sufficient",0.388292153434862
"408","Baroness Bakewell of Hardington Mandeville","level",0.376503637362568
"409","Baroness Barker","donations",1.65924523461113
"410","Baroness Barker","charitable",1.39805470269913
"411","Baroness Barker","small",1.05553621723582
"412","Baroness Barker","gift",0.731323125254044
"413","Baroness Barker","2013",0.708329744092602
"414","Baroness Barker","act",0.640885871148209
"415","Baroness Barker","aid",0.632802213176786
"416","Baroness Barker","2012",0.59745968313814
"417","Baroness Barker","kids",0.569722440086657
"418","Baroness Barker","malpractice",0.515319899650324
"419","Baroness Barker","administering",0.438348599257158
"420","Baroness Barker","2005",0.419195088803938
"421","Baroness Benjamin","oral",0.365925686128439
"422","Baroness Benjamin","soft",0.353156572391152
"423","Baroness Benjamin","drinks",0.341402248042548
"424","Baroness Benjamin","preventative",0.338516969847605
"425","Baroness Benjamin","programmes",0.333961946479249
"426","Baroness Benjamin","health",0.322611771464236
"427","Baroness Benjamin","levy",0.259611554001101
"428","Baroness Benjamin","plan",0.251712879357386
"429","Baroness Benjamin","industry",0.249872272495456
"430","Baroness Benjamin","use",0.219697909762148
"431","Baroness Benjamin","fund",0.189247728465507
"432","Baroness Benjamin","revenue",0.131700787890758
"433","Baroness Bonham-Carter of Yarnbury","channel",1.17914487107408
"434","Baroness Bonham-Carter of Yarnbury","inclusive",1.02147041429168
"435","Baroness Bonham-Carter of Yarnbury","ministers",0.736995261857438
"436","Baroness Bonham-Carter of Yarnbury","future",0.712053557767173
"437","Baroness Bonham-Carter of Yarnbury","january",0.707480537395463
"438","Baroness Bonham-Carter of Yarnbury","discussed",0.703028670998983
"439","Baroness Bonham-Carter of Yarnbury","may",0.701933891045676
"440","Baroness Bonham-Carter of Yarnbury","treasury",0.674786652109447
"441","Baroness Bonham-Carter of Yarnbury","meetings",0.658012031580254
"442","Baroness Bonham-Carter of Yarnbury","took",0.605751267111534
"443","Baroness Bonham-Carter of Yarnbury","place",0.45142653445535
"444","Baroness Bonham-Carter of Yarnbury","2016",0.448692210526846
"445","Baroness Burt of Solihull","funeral",0.91457266440464
"446","Baroness Burt of Solihull","protection",0.582125588343508
"447","Baroness Burt of Solihull","consumer",0.556183912545405
"448","Baroness Burt of Solihull","burden",0.490109228311387
"449","Baroness Burt of Solihull","strengthen",0.487436073073917
"450","Baroness Burt of Solihull","market",0.484027906058601
"451","Baroness Burt of Solihull","plan",0.469301369856674
"452","Baroness Burt of Solihull","output",0.468967026380035
"453","Baroness Burt of Solihull","attributed",0.448034310825099
"454","Baroness Burt of Solihull","inappropriate",0.43584783017435
"455","Baroness Burt of Solihull","mandatory",0.403326800088248
"456","Baroness Burt of Solihull","quarterly",0.385043187267073
"457","Baroness Byford","exported",0.49054297388388
"458","Baroness Byford","wine",0.484245670759899
"459","Baroness Byford","brochures",0.392542499461805
"460","Baroness Byford","envelopes",0.392542499461805
"461","Baroness Byford","withdrew",0.392542499461805
"462","Baroness Byford","render",0.377860258157236
"463","Baroness Byford","kingdom",0.35885142912038
"464","Baroness Byford","united",0.329014667761168
"465","Baroness Byford","devices",0.321008803563116
"466","Baroness Byford","total",0.293448456862666
"467","Baroness Byford","value",0.28348452732106
"468","Baroness Byford","prohibit",0.279523398363025
"469","Baroness Cox","automobile",0.351914332223615
"470","Baroness Cox","internationale",0.351914332223615
"471","Baroness Cox","sudanese",0.351914332223615
"472","Baroness Cox","federation",0.309954251565215
"473","Baroness Cox","de",0.283480388215572
"474","Baroness Cox","corrupt",0.283480388215572
"475","Baroness Cox","serious",0.267994170906814
"476","Baroness Cox","motoring",0.222009981123827
"477","Baroness Cox","possibl",0.202499654690482
"478","Baroness Cox","intend",0.181786277259005
"479","Baroness Cox","fraud",0.171357846352525
"480","Baroness Cox","grants",0.169381868937109
"481","Baroness Crawley","codentify",4.55497768398274
"482","Baroness Crawley","pilot",3.95545073876847
"483","Baroness Crawley","system",3.13418398818991
"484","Baroness Crawley","hmrcs",2.18381468021699
"485","Baroness Crawley","tobacco",2.12994060877002
"486","Baroness Crawley","authentication",2.02473086763155
"487","Baroness Crawley","control",1.44944391503714
"488","Baroness Crawley","trace",1.35909570590482
"489","Baroness Crawley","industry",1.21188738779319
"490","Baroness Crawley","undertake",1.00659000207819
"491","Baroness Crawley","hmrc",0.981060081580196
"492","Baroness Crawley","trade",0.89710423343154
"493","Baroness Deech","brexit",0.702804413313224
"494","Baroness Deech","continue",0.570859261179442
"495","Baroness Deech","codependent",0.510678184325195
"496","Baroness Deech","cohabiting",0.433843436606661
"497","Baroness Deech","siblings",0.433843436606661
"498","Baroness Deech","towards",0.399721375321946
"499","Baroness Deech","retired",0.395161837415997
"500","Baroness Deech","collaboration",0.369893329807592
"501","Baroness Deech","bilateral",0.359348731946156
"502","Baroness Deech","liability",0.34888463281377
"503","Baroness Deech","cost",0.330629932620946
"504","Baroness Deech","enhanced",0.307434057641612
"505","Baroness Drake","save",0.75255119244716
"506","Baroness Drake","pension",0.522609958073584
"507","Baroness Drake","self",0.464363627428746
"508","Baroness Drake","private",0.446931394889186
"509","Baroness Drake","increase",0.373247804042361
"510","Baroness Drake","characteristics",0.360912321167754
"511","Baroness Drake","draw",0.343738161314954
"512","Baroness Drake","employed",0.333404710732908
"513","Baroness Drake","whereby",0.294068012760803
"514","Baroness Drake","gender",0.281628976790926
"515","Baroness Drake","taxable",0.272834060604243
"516","Baroness Drake","lump",0.272834060604243
"517","Baroness Finlay of Llandaff","cider",0.427009951336689
"518","Baroness Finlay of Llandaff","content",0.423659483330954
"519","Baroness Finlay of Llandaff","doctor",0.37299732672108
"520","Baroness Finlay of Llandaff","structure",0.366890662040199
"521","Baroness Finlay of Llandaff","alcohol",0.341969588983564
"522","Baroness Finlay of Llandaff","essential",0.33288671200421
"523","Baroness Finlay of Llandaff","light",0.325266727143398
"524","Baroness Finlay of Llandaff","directly",0.322964691291427
"525","Baroness Finlay of Llandaff","expenses",0.272201694608786
"526","Baroness Finlay of Llandaff","incurred",0.260716702388024
"527","Baroness Finlay of Llandaff","professional",0.260716702388024
"528","Baroness Finlay of Llandaff","current",0.259291606047074
"529","Baroness Gardner of Parkes","ahmad",0.349703363865308
"530","Baroness Gardner of Parkes","earl",0.349703363865308
"531","Baroness Gardner of Parkes","lytton",0.349703363865308
"532","Baroness Gardner of Parkes","homeowners",0.323395827569804
"533","Baroness Gardner of Parkes","wimbledon",0.323395827569804
"534","Baroness Gardner of Parkes","338",0.297088291274301
"535","Baroness Gardner of Parkes","liable",0.237950856624723
"536","Baroness Gardner of Parkes","hl",0.229084296464064
"537","Baroness Gardner of Parkes","short",0.220615161423272
"538","Baroness Gardner of Parkes","lettings",0.21816568238779
"539","Baroness Gardner of Parkes","lord",0.168637982035226
"540","Baroness Gardner of Parkes","january",0.159784825989893
"541","Baroness Golding","premium",1.49743072472691
"542","Baroness Golding","insurance",0.994004115881784
"543","Baroness Golding","determined",0.672257890710153
"544","Baroness Golding","level",0.652047177335157
"545","Baroness Golding","determined",0.56241513306306
"546","Baroness Golding","plan",0.417040093785207
"547","Baroness Golding","affected",0.409939604576262
"548","Baroness Golding","review",0.402548615062598
"549","Baroness Golding","homes",0.386030307514125
"550","Baroness Golding","investment",0.304685063477727
"551","Baroness Golding","businesses",0.262721306469072
"552","Baroness Golding","made",0.245879067202041
"553","Baroness Goudie","660",0.397515689385183
"554","Baroness Goudie","southern",0.397515689385183
"555","Baroness Goudie","subventions",0.397515689385183
"556","Baroness Goudie","peace",0.367611320405304
"557","Baroness Goudie","counties",0.298175525911047
"558","Baroness Goudie","structural",0.230500910024834
"559","Baroness Goudie","border",0.226225842624533
"560","Baroness Goudie","continue",0.213007975563876
"561","Baroness Goudie","areas",0.192805629053656
"562","Baroness Goudie","million",0.188864536076944
"563","Baroness Goudie","northern",0.149470289962173
"564","Baroness Goudie","ireland",0.148924170203818
"565","Baroness Gould of Potternewton","first",0.390956285981405
"566","Baroness Gould of Potternewton","two",0.365164162112849
