"","topic","word","freq"
"300",25,"domain",0.431519352130538
"301",26,"trained",5.41930978295371
"302",26,"employed",1.5816796521432
"303",26,"relief",1.3784409508919
"304",26,"expenditure",1.29817821930963
"305",26,"staff",1.08810428499342
"306",26,"allow",1.05862065633146
"307",26,"year",0.992036243928495
"308",26,"three",0.911908234403464
"309",26,"tax",0.72178183459407
"310",26,"digital",0.628827211487138
"311",26,"degree",0.600238690848513
"312",26,"financial",0.57481011654072
"313",27,"marketplace",1.44250121389976
"314",27,"seller",1.21730590408296
"315",27,"liability",1.03177211911562
"316",27,"several",0.982843603639972
"317",27,"online",0.982067499127756
"318",27,"overseas",0.851050845363545
"319",27,"joint",0.795377162847409
"320",27,"vat",0.793273315455466
"321",27,"evades",0.769536995566313
"322",27,"failing",0.769121745522973
"323",27,"notice",0.679425495127969
"324",27,"due",0.633049607231908
"325",28,"advertised",4.70665483151371
"326",28,"spent",1.53192032237338
"327",28,"newspaper",1.53037288305488
"328",28,"television",1.41966799286968
"329",28,"campaign",1.39988890496333
"330",28,"radio",1.13855906996341
"331",28,"2010",0.98659333451733
"332",28,"apr",0.853057212849462
"333",28,"loan",0.807445337709372
"334",28,"mentioning",0.784150120192028
"335",28,"year",0.743479793731121
"336",28,"financial",0.708009606076951
"337",29,"insurance",5.67303170462022
"338",29,"national",4.77120905338891
"339",29,"contribution",4.57792210847772
"340",29,"age",2.10774207975556
"341",29,"people",1.55697027535638
"342",29,"number",1.55642341245613
"343",29,"estimate",1.38183339806269
"344",29,"raised",1.21750438540256
"345",29,"income",1.19072933819714
"346",29,"employee",1.12461667397544
"347",29,"paid",1.06224381382147
"348",29,"exempt",1.0126877632774
"349",30,"voucher",9.84440426082088
"350",30,"childcare",6.18552184485323
"351",30,"parents",2.57026012675552
"352",30,"receipt",2.4236888383053
"353",30,"free",2.21877157627064
"354",30,"2018",1.69834642490483
"355",30,"support",1.35906005579234
"356",30,"april",1.34010825091006
"357",30,"operating",1.23017538399059
"358",30,"eligible",1.20155574711852
"359",30,"people",1.1251014578847
"360",30,"fully",1.09875057917552
"361",31,"unemployed",3.80120408136889
"362",31,"youth",1.15559065006607
"363",31,"level",0.757412543148755
"364",31,"becomes",0.724420213658866
"365",31,"east",0.554471091192006
"366",31,"constituencies",0.551628228428585
"367",31,"parent",0.522682419702212
"368",31,"north",0.509769027247767
"369",31,"made",0.490718513682573
"370",31,"disparities",0.490348245079152
"371",31,"creating",0.481271355452968
"372",31,"reasons",0.480459344614308
"373",32,"liverpool",4.96546240837794
"374",32,"city",1.69845651647729
"375",32,"riverside",1.28857960589128
"376",32,"region",1.28614491827468
"377",32,"garston",1.21234398914301
"378",32,"halewood",1.21234398914301
"379",32,"constituency",1.11633969038897
"380",32,"redeployed",0.930761874705344
"381",32,"wirral",0.886261055479803
"382",32,"office",0.823788287633114
"383",32,"recipients",0.817729617661848
"384",32,"credit",0.770213637883992
"385",33,"currencies",9.9619912736196
"386",33,"digital",3.68040011350245
"387",33,"foreign",2.85331759432024
"388",33,"crypto",2.74572796128079
"389",33,"bitcoin",1.81854171213051
"390",33,"exchange",1.55443189243906
"391",33,"transaction",1.38760452697543
"392",33,"regulate",1.36122875582587
"393",33,"uk",1.24064853798071
"394",33,"transparency",1.2123929673177
"395",33,"made",1.02196077420596
"396",33,"nontransparent",0.994222252243445
"397",34,"deposit",3.22363265984334
"398",34,"protection",1.15775511584823
"399",34,"guarantee",1.03049101848544
"400",34,"european",0.743503876244961
"401",34,"euro",0.660364489134604
"402",34,"85",0.642705505084768
"403",34,"holding",0.638009955149918
"404",34,"bank",0.631305790468141
"405",34,"reversed",0.613949348085744
"406",34,"directive",0.599617806553317
"407",34,"covered",0.599474079348586
"408",34,"currencies",0.585888373742814
"409",35,"laundering",15.0943629746246
"410",35,"money",8.68673444838148
"411",35,"directive",5.72507636133406
"412",35,"fourth",4.14561469668409
"413",35,"antimoney",4.09392365634025
"414",35,"4th",2.89284493281368
"415",35,"regulated",2.80418849642206
"416",35,"849",2.55308633859
"417",35,"enforced",2.46823941645134
"418",35,"2007",2.20646598045037
"419",35,"agents",2.16250639736613
"420",35,"eu",2.10592114266193
"421",36,"childcare",25.4218548165119
"422",36,"free",25.0348066405971
"423",36,"parent",10.7828736586997
"424",36,"tax",9.19407481571989
"425",36,"account",5.56136548107343
"426",36,"scheme",5.08696120174743
"427",36,"eligibility",4.32487812556384
"428",36,"open",3.80600164237477
"429",36,"will",3.71800096948633
"430",36,"provide",3.60239319797592
"431",36,"success",3.57420892835726
"432",36,"estimate",3.48990572916389
"433",37,"conduct",10.1281871271118
"434",37,"authorities",9.45820674108303
"435",37,"financial",7.18765023684679
"436",37,"symphony",3.22847287992351
"437",37,"regulatory",2.47776573096956
"438",37,"messaging",2.43602720797538
"439",37,"regulate",2.02871040886886
"440",37,"service",1.99832470153894
"441",37,"review",1.98842024530181
"442",37,"use",1.68646202972471
"443",37,"response",1.63422708967438
"444",37,"platform",1.56612024916993
"445",38,"policies",3.42456960487777
"446",38,"conduct",1.68119143057104
"447",38,"authority",1.36875408824642
"448",38,"financial",1.2585559882986
"449",38,"insurance",1.13332008882497
"450",38,"position",0.767436409590461
"451",38,"psd2",0.766098879059283
"452",38,"also",0.747978867140701
"453",38,"conditions",0.701834101039538
"454",38,"clear",0.667489555053453
"455",38,"professional",0.657659429040821
"456",38,"readabl",0.58857116998739
"457",39,"open",5.74767570409314
"458",39,"bank",2.93096277881524
"459",39,"standard",2.2084550595164
"460",39,"implementation",1.84035490348758
"461",39,"account",1.34178068454604
"462",39,"interface",1.21549509154757
"463",39,"ease",1.15499720131662
"464",39,"programming",1.13898474882936
"465",39,"data",1.04910084284084
"466",39,"standardised",0.974437007271781
"467",39,"greater",0.8894489740348
"468",39,"small",0.744975875395503
"469",40,"capabl",1.19747510670374
"470",40,"function",0.576459163105042
"471",40,"6052",0.473171497849875
"472",40,"425",0.437575682539165
"473",40,"davis",0.414906956873179
"474",40,"attitudes",0.383694275054647
"475",40,"reconsider",0.365436026643865
"476",40,"confidence",0.34208078558233
"477",40,"disaggregation",0.333797490625306
"478",40,"outsourcing",0.322556585016596
"479",40,"experience",0.315965096414551
"480",40,"another",0.315014045062811
"481",41,"annum",3.50915110374596
"482",41,"per",2.0382749939353
"483",41,"000",1.53867492033279
"484",41,"net",0.78975536710196
"485",41,"income",0.756417007761617
"486",41,"billion",0.733354340578075
"487",41,"household",0.731291247392254
"488",41,"raise",0.692009507170577
"489",41,"24",0.659287437671531
"490",41,"buy",0.638000386009805
"491",41,"assistance",0.625052009913288
"492",41,"mortgage",0.608587444349945
"493",42,"processed",1.74354998282963
"494",42,"circumstances",1.61541340358334
"495",42,"claimant",0.978797275189865
"496",42,"notifications",0.973984070804188
"497",42,"automated",0.895325641562507
"498",42,"suspended",0.841880165937709
"499",42,"child",0.730964244341161
"500",42,"credit",0.7148226423752
"501",42,"fully",0.705836287837732
"502",42,"working",0.648779060194919
"503",42,"household",0.601459724200908
"504",42,"tax",0.563711707612461
"505",43,"whisky",10.9642516900497
"506",43,"scotch",9.63076507207113
"507",43,"duty",3.90802111051003
"508",43,"industry",2.30565429047007
"509",43,"met",2.24625053703558
"510",43,"discuss",2.03008171477574
"511",43,"excise",1.97493435813075
"512",43,"rate",1.8680165253828
"513",43,"member",1.73336042144394
"514",43,"made",1.06864198267796
"515",43,"estimate",1.01780664413665
"516",43,"economic",1.01144971763415
"517",44,"member",2.24558787278253
"518",44,"south",2.2146883415489
"519",44,"west",2.18975671711243
"520",44,"wolverhampton",1.8429984867619
"521",44,"respond",1.38229041536212
"522",44,"discuss",1.33322006061877
"523",44,"ochil",1.2970296867757
"524",44,"aberdeenshire",1.2892067089436
"525",44,"kincardine",1.2892067089436
"526",44,"letter",1.28609320468581
"527",44,"perthshire",1.25105095594415
"528",44,"fire",1.12640049567789
"529",45,"ayr",1.90470823091271
"530",45,"carrick",1.90470823091271
"531",45,"cumnock",1.90470823091271
"532",45,"kilmarnock",0.684754687543883
"533",45,"loudoun",0.684754687543883
"534",45,"discuss",0.64632200632459
"535",45,"exemption",0.599033496864803
"536",45,"member",0.551854133317508
"537",45,"fire",0.547928138152724
"538",45,"police",0.520458232442486
"539",45,"met",0.473352469980302
"540",45,"115290",0.41976054525697
"541",46,"berwickshire",1.58248764511323
"542",46,"roxburgh",1.58248764511323
"543",46,"selkirk",1.58248764511323
"544",46,"discuss",0.637451081438544
"545",46,"member",0.544279802694678
"546",46,"fire",0.541195352953378
"547",46,"police",0.5140629896355
"548",46,"scotland",0.503469977316144
"549",46,"met",0.466874229422829
"550",46,"borderlands",0.458797034529962
"551",46,"115301",0.415331600915331
"552",46,"exemption",0.396790630669167
"553",47,"flow",1.96084407227421
"554",47,"salford",0.969782198911633
"555",47,"data",0.917771032730462
"556",47,"months",0.85096756248668
"557",47,"total",0.808250364728679
"558",47,"24",0.786170119055408
"559",47,"12",0.572242752342614
"560",47,"credits",0.558771471163001
"561",47,"africa",0.409374539959801
"562",47,"panel",0.375806178916659
"563",47,"six",0.352722501028338
"564",47,"claimants",0.327919522476541
"565",48,"equitable",17.9047563000915
"566",48,"life",14.9944525149842
"567",48,"compensate",7.40779223111747
"568",48,"policyholders",6.11016535449131
"569",48,"payment",5.75894160039293
"570",48,"scheme",3.90882399631279
"571",48,"holders",2.90182844821406
"572",48,"will",2.0488962407416
"573",48,"loss",1.91136407731127
"574",48,"increase",1.73978377701822
"575",48,"paid",1.61117081466521
"576",48,"review",1.53898333589256
"577",49,"smuggled",4.55612505612033
"578",49,"tobacco",3.16926732037493
"579",49,"year",1.27111564424882
"580",49,"illegal",1.21848716438182
"581",49,"five",1.18696027805092
"582",49,"tackling",0.980429865074252
"583",49,"strategy",0.94328958868097
"584",49,"prosecuted",0.888459365333066
"585",49,"border",0.839151607534633
"586",49,"force",0.836160264211892
"587",49,"loss",0.824165967459314
"588",49,"210w",0.799911217119118
"589",50,"evasion",8.7404931466748
"590",50,"avoidance",3.62646131939574
"591",50,"prosecuted",3.31101562144602
"592",50,"offshore",2.74651125638483
"593",50,"tax",2.53054024412739
"594",50,"trustees",1.65317381302862
"595",50,"successful",1.62949058239675
"596",50,"companies",1.5539794563306
"597",50,"revenue",1.45665632985284
"598",50,"10",1.43884179969649
"599",50,"result",1.2505558991301
"600",50,"recovered",1.21568781604696
"601",51,"per",4.22315396448995
"602",51,"capita",3.21678141759887
"603",51,"cent",2.68231072846114
"604",51,"corporation",2.24814019068052
"605",51,"region",1.14934086443757
"606",51,"2020",1.12250698984275
"607",51,"15",1.06098286767795
"608",51,"17",0.952665007291619
"609",51,"reduction",0.93714841270143
"610",51,"14",0.871811829632299
"611",51,"10",0.821132838576208
"612",51,"cut",0.816988683147293
"613",52,"test",3.94454207130026
"614",52,"family",1.51810412775164
"615",52,"applied",0.730880758131261
"616",52,"embed",0.726124208714339
"617",52,"purchases",0.596712363059088
"618",52,"online",0.596712363059088
"619",52,"evasion",0.561370486492339
"620",52,"means",0.552000054987928
"621",52,"publish",0.523708737530072
"622",52,"implement",0.477691508503891
"623",52,"august",0.471860248593201
"624",52,"market",0.463865495750621
"625",53,"withdraw",4.12601646497817
"626",53,"eu",1.83401867124956
"627",53,"uk",1.22121921261626
"628",53,"access",1.18807875520123
"629",53,"market",1.12330660342987
"630",53,"commission",0.768430739632788
"631",53,"pension",0.732511908721843
"632",53,"responsibility",0.703896913146218
"633",53,"meps",0.679291551429406
"634",53,"teesside",0.676934875828667
"635",53,"parliament",0.661542847849285
"636",53,"safeguards",0.638058633170342
"637",54,"rest",2.21498904363469
"638",54,"compared",0.707786580693897
"639",54,"uk",0.650355117185256
"640",54,"liquider",0.542537302865422
"641",54,"g7",0.509702485722708
"642",54,"invisible",0.495018610213417
"643",54,"visible",0.495018610213417
"644",54,"trade",0.484758883895884
"645",54,"level",0.458167724517193
"646",54,"years",0.372580949465485
"647",54,"gdp",0.369584721301478
"648",54,"second",0.359154883809136
"649",55,"journey",0.783326308089104
"650",55,"transport",0.590215721681624
"651",55,"red",0.422127635220449
"652",55,"box",0.410865586613796
"653",55,"exeter",0.389224114858226
"654",55,"peninsula",0.389224114858226
"655",55,"plymouth",0.359943505671229
"656",55,"car",0.3543605614839
"657",55,"rail",0.301382287297237
"658",55,"task",0.301382287297237
"659",55,"ministers",0.287407586175499
"660",55,"force",0.220717502992248
"661",56,"23",5.08356497529936
"662",56,"228104",1.79570152074083
"663",56,"answer",1.68440948220624
"664",56,"june",1.55558075689514
"665",56,"reorganisation",1.26238135597398
"666",56,"2015",1.07607616697329
"667",56,"2016",0.972179673300117
"668",56,"5903",0.966402420095687
"669",56,"march",0.932862509369043
"670",56,"september",0.824655207696223
"671",56,"july",0.771746136056725
"672",56,"nonuk",0.749356153061346
"673",57,"existing",2.80016829340334
"674",57,"new",0.957927431902256
"675",57,"average",0.914823727535206
"676",57,"premiums",0.817971516481075
"677",57,"system",0.778480376676459
"678",57,"insurance",0.692361922433783
"679",57,"claims",0.689385833802622
"680",57,"extension",0.684750805128943
"681",57,"household",0.677327661745393
"682",57,"five",0.636402730251514
"683",57,"process",0.603705471833073
"684",57,"time",0.587765508903294
"685",58,"audit",2.12418236589575
"686",58,"publish",1.00998058182971
"687",58,"national",0.836401145744926
"688",58,"reason",0.738745041494639
"689",58,"office",0.618840331992935
"690",58,"contract",0.555210353809525
"691",58,"hc",0.535817535402704
"692",58,"equal",0.484163455112348
"693",58,"113211",0.469139197477245
"694",58,"register",0.460083613852443
"695",58,"unitingcare",0.455029288974912
"696",58,"next",0.452730514362752
"697",59,"opportunities",1.96781918049312
"698",59,"aware",0.499397448993589
"699",59,"eurogroup",0.480573501412687
"700",59,"ever",0.480573501412687
"701",59,"departure",0.477004019141813
"702",59,"across",0.471471350436919
"703",59,"eligible",0.423195518881121
"704",59,"full",0.387719401863363
"705",59,"claim",0.323689781717526
"706",59,"charity",0.319793752360512
"707",59,"reform",0.319793752360512
"708",59,"attend",0.308671697179665
"709",60,"buyers",3.52884587785953
"710",60,"first",2.56004144652519
"711",60,"time",1.8919337363182
"712",60,"stamp",1.72718070229662
"713",60,"duty",1.2234946139076
"714",60,"house",0.935475853157981
"715",60,"home",0.933159558312694
"716",60,"autumn",0.728857026401305
"717",60,"owner",0.646073702228052
"718",60,"2017",0.574949293196222
"719",60,"budget",0.567100578081324
"720",60,"benefit",0.561249055328241
"721",61,"incidence",3.01253657279376
"722",61,"recorded",0.951720096039275
"723",61,"commissioners",0.871137628479775
"724",61,"collusion",0.567914627955111
"725",61,"data",0.565836319614837
"726",61,"17",0.548301754540851
"727",61,"contactless",0.543887789250322
"728",61,"16",0.531459296930987
"729",61,"appropriate",0.499553924832927
"730",61,"information",0.498813907024933
"731",61,"insurance",0.493313051436732
"732",61,"laundering",0.477830197687536
"733",62,"week",6.34607144115323
"734",62,"hours",2.23123922630441
"735",62,"credit",1.80722486384
"736",62,"work",1.76030120098486
"737",62,"average",1.39496681014751
"738",62,"per",1.22621426362812
"739",62,"receipt",1.19754849717371
"740",62,"award",1.17935236490036
"741",62,"wales",1.02412085203094
"742",62,"tax",1.01194206578683
"743",62,"childcare",0.942965316295274
"744",62,"vacant",0.935651728019155
"745",63,"illegal",5.51773262352472
"746",63,"team",2.01248974881329
"747",63,"lending",1.87095142130191
"748",63,"tobacco",1.63945936595349
"749",63,"money",1.49399152541931
"750",63,"sale",1.15767295539563
"751",63,"fuel",1.10878319156449
"752",63,"fund",1.07125020115275
"753",63,"sentence",0.9682795670297
"754",63,"republic",0.884247784802648
"755",63,"convicted",0.816675192221957
"756",63,"ireland",0.756755168588368
"757",64,"domestic",7.58557421979624
"758",64,"gross",4.2759718397396
"759",64,"product",2.99593321221877
"760",64,"percentage",2.32575595697152
"761",64,"ratio",1.27716742763908
"762",64,"year",1.22907329967084
"763",64,"violence",1.19598878812589
"764",64,"per",1.14803937344482
"765",64,"cent",1.09245818952554
"766",64,"2014",1.08726618743274
"767",64,"development",1.03713875865838
"768",64,"invested",0.93621358084289
"769",65,"equalities",5.40157851642712
"770",65,"impact",3.19321244967428
"771",65,"publish",1.5433103926659
"772",65,"public",1.29138120582664
"773",65,"sector",1.1872055700021
"774",65,"assessments",1.18047826995547
"775",65,"analysis",1.03510920154891
"776",65,"undertaken",0.946721274741822
"777",65,"governments",0.710575866516902
"778",65,"cap",0.662320758561794
"779",65,"past",0.622574308031103
"780",65,"seven",0.600232890008736
"781",66,"illicit",11.5950619109794
"782",66,"tobacco",11.3178100892613
"783",66,"trade",5.10421239902566
"784",66,"protocol",3.7549593584386
"785",66,"products",2.95831213125551
"786",66,"eliminate",2.71428077605664
"787",66,"organisation",2.60377757156438
"788",66,"ratification",2.48194413014154
"789",66,"world",2.44206847915172
"790",66,"health",2.41540512734726
"791",66,"standardised",1.80828959848873
"792",66,"revenue",1.70611306659157
"793",67,"computer",1.99463166535535
"794",67,"paper",0.542488848010364
"795",67,"readily",0.504410375722647
"796",67,"access",0.5007394485131
"797",67,"newer",0.494017637856255
"798",67,"employees",0.492224322742073
"799",67,"personal",0.488481174118061
"800",67,"online",0.471355258556422
"801",67,"5961",0.469665816663999
"802",67,"account",0.459035537924506
"803",67,"permitted",0.4556211106102
"804",67,"clerical",0.435114041062848
"805",68,"month",6.78223052623393
"806",68,"12",5.83678156886159
"807",68,"average",1.99489265180844
"808",68,"day",1.66561230023672
"809",68,"time",1.42851569490583
"810",68,"members",1.42839312818686
"811",68,"claim",1.32496707426926
"812",68,"credit",1.29106928099095
"813",68,"twelve",1.24256999370599
